ID,ROI,Area,X,Y,Mean_CD34,StDev_CD34,Mode_CD34,Min_CD34,Max_CD34,Median_CD34,Skew_CD34,Kurt_CD34,Background_CD34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_Nppb,StDev_Nppb,Mode_Nppb,Min_Nppb,Max_Nppb,Median_Nppb,Skew_Nppb,Kurt_Nppb,Background_Nppb,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_nefh,StDev_nefh,Mode_nefh,Min_nefh,Max_nefh,Median_nefh,Skew_nefh,Kurt_nefh,Background_nefh,Mean_S100b,StDev_S100b,Mode_S100b,Min_S100b,Max_S100b,Median_S100b,Skew_S100b,Kurt_S100b,Background_S100b,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_sstr2,StDev_sstr2,Mode_sstr2,Min_sstr2,Max_sstr2,Median_sstr2,Skew_sstr2,Kurt_sstr2,Background_sstr2,Mean_Fxyd2,StDev_Fxyd2,Mode_Fxyd2,Min_Fxyd2,Max_Fxyd2,Median_Fxyd2,Skew_Fxyd2,Kurt_Fxyd2,Background_Fxyd2,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Cellstack,Thumbnail
529,0454-1385,65,1385.2692,454.6231,34.2154,11.0432,37,5,65,32,0.09714,0.4,31.3774,59.5231,22.4194,60,7,120,60,0.3784,-0.07241,42.4241,44.7231,15.649,36,24,97,48,1.0025,1.3125,35.9728,25.1231,12.8811,24,6,93,24,2.7459,11.5665,52.1751,57.4615,19.4077,60,15,90,60,-0.07482,-0.828,52.9961,14.2,2.5261,13,9,21,14,-0.09823,-0.1998,12.6965,51.5385,17.5259,42,22,100,49,0.654,0.2338,20.1362,3.2,0.6661,3,2,6,3,2.314,5.8107,3.5837,20.3692,5.7434,23,8,30,21,-0.2679,-0.6401,23.284,49.4923,19.1247,32,23,118,46,1.2661,1.7808,22.9455,28.5846,4.5856,28,16,39,28,-0.1188,0.08321,26.8677,19.6462,7.1446,19,8,39,19,0.4028,-0.4155,24.1868,21.4923,2.5686,22,17,29,21,0.6863,0.4334,26.0311,34.1538,7.1134,28,21,59,33,1.0986,1.4256,41.3969,33.4,8.9299,26,14,63,33,0.7943,1.5961,41.642,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\530_0454-1385.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\530_0454-1385.tif
530,0485-1393,67,1393.1716,485.5,30.9552,11.1606,32,5,54,32,0.08049,-0.5285,30.6405,35.6716,20.0094,37,0,90,37,0.4334,-0.06829,36.3678,34.5821,16.0389,24,12,97,36,0.9095,1.6946,33.3926,66.7463,46.8396,43,12,223,43,0.8906,0.2871,52.1198,68.5075,27.6616,75,15,135,75,0.1847,-0.6144,45.6198,12.8657,2.3478,14,8,20,13,0.3961,0.6157,11.4174,42.6716,15.9501,40,16,73,43,0.1768,-0.9948,16.9545,3.6119,1.0865,3,2,6,3,0.9596,-0.1167,3.405,14.9851,4.8289,14,5,27,14,0.429,-0.3224,19.9504,47.8955,16.6971,34,21,84,49,0.2512,-0.7982,18.8017,28.597,9.5156,24,8,52,28,0.4791,-0.2105,21.9091,38.1045,25.4321,21,10,118,26,1.4335,1.5436,28.2107,30.8955,14.9232,22,16,71,24,1.3249,0.6272,33.1818,46.6418,18.4051,35,24,89,41,0.7755,-0.5999,40.7769,49.5224,24.613,24,12,103,42,0.4997,-1.0341,43.1446,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\531_0485-1393.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\531_0485-1393.tif
531,0546-1061,65,1061.2385,546.4846,44.5538,25.8342,37,5,141,37,1.8423,3.197,40.4856,38.4923,19.0297,30,0,90,37,0.7633,0.4203,31.037,38.9538,14.3923,36,12,72,36,0.2834,-0.1798,31.2634,48.1538,38.2064,24,12,223,37,2.2285,6.2444,67.0823,75,29.5275,60,30,150,75,0.6193,-0.1761,46.9136,12.1692,3.3984,10,3,19,12,-0.1029,-0.4021,11.1975,61.9692,15.9902,55,29,99,60,0.2813,-0.3678,20.2757,4.4,1.3323,6,2,6,4,-0.04315,-1.4303,3.7366,17.4308,5.7553,11,5,33,18,0.1973,-0.3364,19.4033,46.8923,10.7705,41,25,79,45,0.5177,0.1825,19.7695,33.8,15.7452,16,4,70,32,0.2364,-0.9098,24.4486,67.8308,33.7229,22,14,126,67,0.002638,-1.2258,40.7695,36.5231,19.4495,27,19,99,27,1.4746,1.3261,35.4774,57.1692,27.061,33,27,148,48,1.2654,0.9029,45.6379,47.0615,31.1759,14,6,151,38,1.0929,0.9951,42.4568,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\532_0546-1061.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\532_0546-1061.tif
532,0543-1099,49,1099.1531,544.1122,28.9592,9.572,27,10,54,27,0.2967,-0.09108,50.3884,40.1633,17.0933,37,7,75,37,-0.2501,-0.6491,40.6339,35.0204,10.3451,36,12,60,36,0.1565,0.2392,70.5,18.6939,5.8174,18,6,31,18,0.3685,-0.2049,31.7589,49.5918,13.0638,45,30,90,45,0.7061,0.7323,46.0714,11.8163,3.6037,13,5,22,13,0.6336,1.1355,12.2768,42.898,15.3423,48,18,99,41,1.3516,2.4662,22.9107,3.0612,0.4286,3,3,6,3,6.7839,44.0208,3.2902,17.898,5.4933,15,8,30,18,0.02825,-0.8396,20.7946,38.3469,7.6118,37,21,61,38,0.492,0.8421,24.3259,30.551,5.6016,32,15,41,32,-0.3807,-0.06944,26.4821,12.7143,10.4463,8,3,43,8,1.7601,1.9719,17.5759,21.2653,2.2152,21,18,29,21,1.101,1.6558,20.6295,31.7143,4.6503,27,24,42,31,0.4699,-0.6816,35.9732,27.7347,10.4578,28,13,60,28,1.0269,1.0075,39.0134,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\533_0543-1099.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\533_0543-1099.tif
533,0516-0981,67,981.5149,516.3657,27.403,10.2278,21,10,54,27,0.7295,0.322,21.0905,29.8657,14.2997,30,0,82,30,0.7105,1.5692,28.0329,30.9851,12.0271,24,12,72,24,0.728,0.883,22.963,16.0299,7.7557,12,0,37,12,0.5203,-0.1829,13.7284,57.5373,20.8234,45,15,105,60,0.2964,-0.5214,36.9136,12.3731,2.9738,12,6,19,12,-0.008036,-0.3771,10.7613,40.0597,9.7419,36,23,73,39,0.7024,0.7005,19.5432,3,0,3,3,3,3,NaN,NaN,3.0123,16.3582,6.1019,18,3,28,17,-0.2224,-0.7484,17.963,38.9403,11.6318,29,19,87,38,1.2262,2.7455,19.3251,33.7761,9.8762,32,18,71,32,1.3108,2.1854,27.0288,8.0746,2.4452,7,4,14,7,0.7963,0.02459,6.0905,22.6119,2.4181,22,18,28,22,0.4936,-0.3657,20.7654,29.6119,3.7536,27,21,39,29,0.1381,-0.2878,30.4198,22.6269,6.5617,18,11,42,22,0.5316,0.07818,22.9383,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\534_0516-0981.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\534_0516-0981.tif
534,0346-1006,116,1006.0431,346.2759,23.2069,9.8736,21,5,54,21,0.3099,-0.09304,22.08,60.1724,25.5252,52,0,142,60,0.2182,0.1193,36.04,32.3793,11.4358,24,12,60,36,0.5118,-0.2115,22.6,38.431,32.3089,18,6,136,24,1.4374,1.0839,59.7833,43.0603,17.8614,45,0,105,45,0.5613,1.1391,37.6,13.4138,4.4975,13,4,24,13,0.2473,-0.1021,10.66,79.9397,24.0703,59,36,159,75,0.8633,0.5573,20.82,5.4052,3.9562,3,3,21,3,2.0546,3.7782,8.6333,17.819,8.1738,18,4,41,18,0.4637,-0.01907,26.1433,53.2328,15.4714,38,27,104,52,0.8591,0.9487,20.3333,22.2672,7.1278,18,7,43,23,0.1899,-0.02814,21.51,37.7845,18.0197,29,11,98,33,1.1751,0.9917,42.85,29.0517,16.9761,22,16,102,23,2.5173,5.9782,38.88,42.1379,18.6924,29,23,111,34,1.4881,1.393,50.2467,57.6983,29.0389,44,19,145,47,1.1961,0.5932,58.2067,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\535_0346-1006.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\535_0346-1006.tif
535,0357-1111,23,1110.8043,357.2391,23.7391,11.8099,16,0,43,21,-0.1354,-1.0148,23.0056,44.5217,20.734,45,15,90,45,0.8853,0.2211,33.9101,26.087,10.0087,24,12,48,24,0.1517,-0.6547,26.8989,22.9565,9.4122,18,12,49,18,1.0331,0.711,31.9663,58.0435,18.2619,60,15,90,60,-0.3654,0.07715,37.2472,9.3043,2.3824,7,6,13,9,0.08366,-1.2951,8,41.1739,8.5528,44,28,58,40,0.2548,-0.9178,14.0562,40.2174,23.512,31,4,73,42,-0.1076,-1.3535,41.9438,45.2609,28.5629,20,7,98,38,0.497,-1.1163,49.1966,48.7826,10.5009,37,30,67,48,0.1394,-1.0128,15.236,21.4348,4.3883,20,14,31,20,0.3539,-0.696,21.427,21.6957,13.4956,22,7,53,19,0.9367,-0.09064,21.4213,20.9565,2.1422,21,17,25,21,0.171,-0.54,26.5281,35.5217,10.3259,26,23,62,32,1.1703,0.5755,33.9607,29.2174,9.563,26,16,46,26,0.294,-1.2998,31.5225,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\536_0357-1111.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\536_0357-1111.tif
536,0346-1546,127,1546.1299,346.4764,60.7559,20.5375,54,10,113,59,0.2026,-0.1621,69.8058,100.9528,33.3228,90,7,210,97,0.08992,0.3983,77.233,81.0472,21.8381,85,36,157,85,0.6546,0.6491,73.4272,36.6063,17.332,31,6,105,31,1.2312,2.0074,87.7605,119.4094,31.4189,120,60,225,120,0.6506,0.6032,120,20.685,4.982,19,10,35,20,0.1108,-0.3503,17.0259,137.0315,44.7944,121,58,249,134,0.4564,-0.3649,38.2621,8.9921,2.9182,6,3,20,9,0.7523,0.6859,7.0421,31.4409,9.9416,27,9,55,32,-0.03431,-0.08301,35.9644,72.3937,17.517,48,46,132,70,0.9277,1.0823,31.2362,40.8189,8.7898,37,20,62,39,0.3699,-0.4665,36.9061,25.6535,12.6976,22,10,74,22,1.8722,3.2241,51.4337,30.4173,3.7764,29,22,43,30,0.5471,0.5147,37.6117,37.189,5.1482,34,26,55,36,0.8214,0.9033,53.1974,63.9291,15.6216,61,27,102,64,0.1319,-0.2481,61.3948,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\537_0346-1546.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\537_0346-1546.tif
537,0335-1557,17,1557.4412,335.0882,59.4118,14.6503,54,37,86,59,0.3047,-0.5751,81.7674,91.4706,30.6066,82,22,135,82,-0.2038,-0.1701,75.4186,82.4118,19.9595,85,60,121,85,0.7078,-0.4744,75.1628,126.5294,41.2509,87,74,242,118,1.2293,1.5948,146.9884,135.8824,39.4982,90,75,195,135,-0.06556,-1.4847,113.9826,17.4706,3.0024,17,13,23,17,0.3013,-0.3285,16.7442,61.7647,15.2583,62,38,90,62,0.1797,-0.8726,43.1221,10,6.245,6,4,25,7,1.1935,0.1299,16.2442,29.4118,6.8013,27,18,46,29,0.62,0.3412,43.0407,54.7059,5.3241,51,45,63,54,-0.02578,-1.0121,33.9419,32.5882,7.3998,33,21,48,33,0.2723,-0.3795,34.1453,95.7647,23.1531,111,64,145,96,0.5374,-0.4104,112.3488,82.7059,18.5262,83,55,112,80,0.05154,-1.2587,85.7384,61.7059,13.8824,53,47,93,59,1.1051,0.1045,82.8372,105.5882,14.1247,107,81,127,107,-0.3569,-0.6269,87.6163,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\538_0335-1557.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\538_0335-1557.tif
538,0342-1584,59,1584.2119,342.7034,60.5254,17.1689,54,27,108,59,0.3249,0.04563,50.5565,112.7797,63.179,150,30,255,97,0.7232,-0.4839,122.1694,67.7797,19.9914,72,24,133,72,0.6513,1.3634,68.7661,53.2203,37.8131,24,12,167,43,1.695,2.2505,57.996,98.1356,33.5782,90,45,210,90,0.818,0.7556,92.9032,17.8475,2.9526,18,11,25,18,0.118,-0.3103,16.8468,54.678,8.9759,47,42,77,53,0.5926,-0.4804,28.246,5.6271,1.461,6,2,10,6,0.2317,0.7171,7.121,30.5424,7.621,26,15,58,28,0.9517,1.5125,36.8427,46.7288,6.5989,43,32,61,48,-0.1118,-0.03026,31.5282,50.339,6.2273,49,38,63,49,0.3745,-0.3194,41.375,29,29.3551,10,5,115,17,1.532,1.3041,39.8468,28.8644,3.5304,27,22,39,28,0.502,-0.09393,28.8508,51.4746,21.4776,41,29,113,42,1.4388,1.0857,47.4879,57.8136,20.8529,61,20,108,58,0.35,-0.3741,62.125,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\539_0342-1584.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\539_0342-1584.tif
539,0451-1624,83,1625.3795,452.4518,39.1566,11.5911,32,16,75,37,0.3284,0.2212,29.2389,40.6024,17.9972,37,0,82,37,-0.001827,-0.4013,34.0068,51.1325,22.5371,36,24,133,48,1.252,1.8906,48.0444,18.8072,8.3249,12,0,43,18,0.3704,0.09535,11.7406,86.0241,46.4453,45,30,255,75,1.9932,4.5151,95.5802,15.3253,3.8322,16,7,25,16,0.2592,0.1542,13.0614,83.3012,22.4775,71,31,135,79,0.2866,-0.2638,42.4983,4.0361,1.3655,3,2,7,3,0.5996,-1.0336,3.6177,18.9398,5.4847,22,5,31,19,-0.09081,-0.18,20.4164,67.759,15.5042,66,38,109,66,0.3776,-0.6053,37.1229,50.7349,16.092,38,23,102,50,0.8878,0.8172,31.8874,10.0843,3.0731,7,4,18,10,0.5974,-0.2346,9.9386,25.0964,3.2931,25,18,35,25,0.3782,0.3199,21.802,32.241,4.169,33,25,46,32,0.8701,1.0818,31.256,25.0361,8.4773,21,6,48,25,0.3612,0.1282,25.0307,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\540_0451-1624.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\540_0451-1624.tif
540,0335-1016,48,1016,335.2917,23.3542,8.4211,21,10,43,21,0.5172,0.0235,21.7674,31.2708,11.4849,37,7,60,30,0.04663,-0.1381,28.7767,30.75,9.2311,36,12,48,36,-0.2114,-0.3028,25.786,23.6042,14.4439,12,6,68,18,1.2372,0.9926,27.0977,37.1875,16.0752,45,0,60,45,-0.4171,-0.4652,35.093,12.2708,3.1672,10,7,19,12,0.1509,-0.7738,10.7581,44.2292,14.5898,41,26,88,41,1.4037,1.557,25.9535,12.7292,6.1739,6,3,28,14,0.3654,-0.601,12.214,37.9167,21.2821,16,8,85,32,0.5612,-0.8723,36.7814,41.7708,14.1033,36,21,86,43,0.7693,0.8428,18.5395,29.8958,8.4909,31,11,46,31,-0.227,-0.5249,23.9535,11.2083,5.5542,9,5,34,10,2.7855,7.9106,19.3163,29.3125,10.2504,20,19,55,24,0.9719,-0.3526,27.9907,37.6875,16.957,27,21,94,31,1.9431,3.2815,37.1256,32.7917,20.8336,17,5,89,27,1.0625,0.1992,34.8372,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\541_0335-1016.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\541_0335-1016.tif
541,0330-1039,36,1040.0278,330.75,28.1667,10.4704,27,10,59,27,1.2246,1.5595,27.0784,31.5833,18.0545,22,0,67,30,0.07326,-0.7375,31.2843,30.6667,10.518,24,24,60,24,1.5067,1.3304,30.7059,12.5278,7.8612,12,0,37,12,0.6372,1.0709,14.598,77.0833,20.0134,60,30,135,75,0.5483,0.7355,56.0294,12.5556,3.1663,13,7,21,13,0.4537,0.3743,11.2843,44.5556,12.1431,32,27,78,44,0.8583,0.22,43.1176,9.5833,6.2077,5,2,23,7,0.6875,-0.8245,9.3137,20.2778,6.0361,24,4,32,20,-0.259,0.2333,27.0098,41.5833,11.6113,31,20,68,40,0.6303,0.1091,22.2598,27.4167,5.1346,27,19,36,27,0.1167,-0.9865,26.1765,9.1944,2.149,8,5,15,9,0.375,-0.05358,7.4216,21.6667,1.8822,20,19,26,22,0.5446,-0.256,21.3922,27.5556,2.5235,28,20,33,28,-0.4069,1.2488,28.4314,21.0833,6.8217,15,11,39,20,0.7337,0.001859,21.7304,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\542_0330-1039.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\542_0330-1039.tif
542,0469-1341,39,1341.141,468.859,35.8462,10.9269,37,16,65,37,0.5557,0.2361,36.1696,43.9231,19.7223,37,7,97,37,0.6342,0.2176,39.3705,49.8718,14.5099,48,24,85,48,0.4549,-0.3918,43.3125,27.7692,11.7551,31,6,55,31,0.2072,-0.5235,26.0089,63.4615,17.0199,60,30,90,60,-0.02462,-0.841,50.9598,12.9487,3.0258,13,6,19,13,0.01494,-0.236,12.1205,53.8205,11.7918,56,35,78,51,0.617,-0.6067,23.4152,10.0513,5.0781,6,3,25,8,1.0508,0.4182,7.6161,25.0513,7.7288,23,10,46,25,0.6015,0.3213,32.8795,39.0256,8.5916,39,26,66,39,0.8137,0.922,21.5759,30.5641,5.839,26,20,43,29,0.4773,-0.5455,27.1875,44.1026,26.3766,17,11,96,38,0.5784,-1.0066,26.9911,23.1795,2.7422,22,18,30,23,0.3451,0.08568,21.1161,29.2051,3.2215,26,24,38,29,0.7408,0.2716,29.7054,24.9744,5.5701,26,15,39,25,0.4489,0.01434,24.808,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\543_0469-1341.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\543_0469-1341.tif
543,0537-1335,67,1334.7985,536.9179,34.3284,13.9386,32,0,70,32,0.2407,0.2833,27.6332,63.8806,29.6114,45,15,142,60,0.713,-0.3177,30.6911,43.5373,15.9481,48,12,109,48,0.903,2.8585,28.6911,19.5522,6.9963,24,6,37,18,0.3825,-0.2886,15.9228,61.791,20.9744,60,15,105,60,0.188,-0.0755,38.9768,13.194,2.7205,13,7,20,13,0.2488,0.169,11.2124,40.194,13.0654,17,17,78,40,0.2089,-0.1578,17.6062,3.7612,1.2803,3,2,8,3,1.6762,2.6729,5.5328,21.4776,6.1628,22,8,35,21,0.1908,-0.2485,23.2471,37.7313,12.4018,42,15,68,36,0.3461,-0.573,19.0695,29.6567,5.701,32,17,44,30,0.009792,-0.548,24.112,12.1343,5.3198,11,3,29,11,0.6419,0.5156,5.7992,21.6567,2.4281,21,17,28,21,0.3289,-0.4331,19.6216,29.7313,3.0777,30,22,39,30,0.3274,0.7171,27.8108,32.2388,9.2525,30,12,57,31,0.3464,-0.228,21.9035,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\544_0537-1335.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\544_0537-1335.tif
544,0405-1957,78,1957.0897,405.5641,38.7692,13.1741,27,16,75,37,0.6142,-0.0251,27.8889,45.7179,22.0395,37,0,120,45,0.6934,0.6702,29.1407,54.9359,25.9121,36,12,145,48,0.8542,0.8998,28.0111,24.2436,8.6822,18,12,49,24,0.6013,-0.1764,15.7185,62.3077,25.8202,45,30,165,60,1.2671,2.0906,34.7222,14.5897,3.5909,13,4,24,15,0.02918,0.8551,10.837,68.8718,30.0689,39,18,160,64,0.8778,0.2951,19.5,17.2436,5.1854,18,8,35,17,1.1041,1.3601,10.5481,41.2308,12.3855,33,14,68,42,-0.1604,-0.3506,32.7185,53.9744,18.9401,36,20,111,51,0.5745,-0.09851,18.1704,31.8333,7.011,31,16,55,32,0.5089,0.8178,26.2519,16.5641,4.7934,11,8,29,16,0.3176,-0.7302,6.3926,24.8462,3.686,21,19,35,24,0.6069,-0.1818,22.7222,32.2436,3.0459,30,25,39,32,0.1803,-0.2451,29.4889,32.9231,10.6671,27,15,72,32,0.8645,1.1943,23.7889,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\545_0405-1957.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\545_0405-1957.tif
545,0485-2143,101,2143.4802,486.1832,39.1089,12.3628,43,10,86,37,0.4633,1.0018,41.8947,50.2277,22.7235,52,0,120,52,0.4604,0.3126,52.9754,50.3861,12.2678,48,24,85,48,0.2368,-0.2223,51.3544,24.5644,9.3983,24,6,55,24,0.632,0.4637,26.2561,63.1188,16.611,60,15,105,60,0.02663,0.03563,59.4211,13.8713,2.8308,15,8,20,14,0.009144,-0.5743,10.5158,70.7525,23.1056,57,30,124,66,0.5937,-0.3445,27.4035,25.9901,11.3838,21,8,55,23,0.6211,-0.5037,38.3719,65.3267,13.6089,65,29,97,66,-0.1206,-0.3972,87.9439,36.6436,10.459,39,18,65,36,0.5278,-0.06508,17.2175,25.099,5.7263,24,11,38,25,-0.4074,-0.2391,26.0035,10.7129,2.9945,11,3,18,11,0.09948,-0.1301,8.4561,23.5545,2.278,23,18,30,23,0.304,0.2591,24.3544,31.9208,3.0941,32,25,44,32,0.5549,1.615,31.7895,64.9406,24.9887,79,24,114,61,0.1606,-1.3278,57.9193,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\546_0485-2143.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\546_0485-2143.tif
546,0529-2552,27,2551.4259,529.2407,43.2222,9.6848,43,27,65,43,0.5856,0.2105,36.7941,42.7407,17.6234,37,15,75,37,0.1884,-0.9062,45.098,47.1111,9.9434,36,36,60,48,0.1363,-1.4752,48.1275,22.2593,8.2862,24,0,37,24,-0.7363,0.5739,30.25,71.1111,29.8822,45,30,165,60,1.1686,1.7667,76.6176,14.4815,4.1359,13,8,28,15,1.0025,2.3868,19.8725,92.7407,25.3432,73,58,155,86,0.9112,-0.1056,46.6961,5.2593,1.9134,6,2,11,5,0.7973,1.204,6.8186,19.2222,5.3732,18,8,28,19,-0.3114,-0.6998,24.2402,59.3704,9.3156,50,41,80,59,0.2899,-0.4196,39.5735,38.7407,7.4296,40,25,63,39,1.1199,2.5175,29.4902,11.3704,2.4675,11,6,17,11,0.2837,0.06671,12.951,26.0741,2.0555,25,22,30,26,-0.3178,-0.1378,25.8627,33.8519,2.2652,34,30,38,34,0.08559,-1.1439,34.4951,27.8889,5.1912,30,17,37,28,-0.2548,-0.6925,28.3333,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\547_0529-2552.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\547_0529-2552.tif
547,0555-2586,95,2586.0684,555.0158,41.1579,13.6914,37,10,81,37,0.2407,-0.159,35.3127,61.9684,32.1037,45,0,165,60,0.7014,0.4956,42.2836,53.5474,19.3906,48,12,109,48,0.7669,0.7348,39.72,33.0421,17.9615,24,6,105,31,1.69,3.3224,33.08,86.5263,33.1428,60,15,225,75,1.1997,2.4552,57.7091,15.8,3.8054,15,7,30,15,0.6871,0.9768,12.3964,63.8316,21.7899,52,28,127,59,0.766,-0.04955,20.8545,3.6211,1.0933,3,2,6,3,1.235,0.1001,6.3636,22.0526,8.3045,25,6,43,22,0.2453,-0.3955,30.7709,60.0105,15.3453,62,31,112,60,0.5281,0.3525,23.72,32.3263,5.7731,28,22,46,32,0.3833,-0.3775,28.5782,22.1895,13.0981,10,7,66,18,1.2476,1.0291,14.0145,24.5789,2.2149,24,20,30,24,0.2811,-0.5299,26.8255,34.1158,4.7889,32,24,51,33,1.0494,1.5217,34.2545,38.9579,9.7467,37,22,60,37,0.3271,-0.9677,32.4218,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\548_0555-2586.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\548_0555-2586.tif
548,0590-2589,70,2589.7,590.1286,50.1857,29.2824,32,16,146,43,1.7776,2.686,67.472,37.1,20.0688,22,0,75,37,0.02159,-0.8727,31.108,48.8857,15.2634,36,12,85,48,0.1481,-0.3041,35.288,35.7429,24.8612,24,0,99,24,1.2645,0.3856,56.624,83.1429,26.2537,75,30,150,75,0.2792,-0.5347,54.6,13.7714,3.1447,13,5,21,13,-0.317,0.1859,12.18,48.4429,12.1699,32,14,76,48,-0.09527,-0.1095,18.152,4.2571,1.576,3,2,9,3,0.8675,0.1187,3.788,18.6143,5.9546,21,5,31,19,0.03651,-0.529,20.416,61.4571,17.3804,55,23,129,56,0.8033,1.7761,21.732,29.8286,4.7487,27,20,40,29,0.2604,-0.7186,27.132,23.8571,18.2878,13,6,87,16,1.6358,2.0623,27.348,23.0143,2.8767,21,18,29,23,0.2689,-0.7006,21.196,33.2714,4.606,32,26,51,32,1.5329,3.4281,34.624,25.9714,6.4851,23,12,38,27,-0.217,-0.6109,24.104,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\549_0590-2589.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\549_0590-2589.tif
