ID,ROI,Area,X,Y,Mean_cd34,StDev_cd34,Mode_cd34,Min_cd34,Max_cd34,Median_cd34,Skew_cd34,Kurt_cd34,Background_cd34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_nppb,StDev_nppb,Mode_nppb,Min_nppb,Max_nppb,Median_nppb,Skew_nppb,Kurt_nppb,Background_nppb,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_fxyd2,StDev_fxyd2,Mode_fxyd2,Min_fxyd2,Max_fxyd2,Median_fxyd2,Skew_fxyd2,Kurt_fxyd2,Background_fxyd2,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_tubb3,StDev_tubb3,Mode_tubb3,Min_tubb3,Max_tubb3,Median_tubb3,Skew_tubb3,Kurt_tubb3,Background_tubb3,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_piezo2,StDev_piezo2,Mode_piezo2,Min_piezo2,Max_piezo2,Median_piezo2,Skew_piezo2,Kurt_piezo2,Background_piezo2,Mean_s100b,StDev_s100b,Mode_s100b,Min_s100b,Max_s100b,Median_s100b,Skew_s100b,Kurt_s100b,Background_s100b,Cellstack,Thumbnail
872,0754-2036,315,2036.3095,754.5667,38.5651,9.911,37,14,71,38,0.33,0.04455,32.7303,27.0222,10.2085,24,4,57,26,0.2047,-0.3822,28.5895,43.3206,11.2398,47,14,110,43,1.084,4.1178,37.6301,9.127,11.8121,0,0,135,7,5.9112,50.5849,30.9737,43.5238,39.3651,19,9,213,25,1.7383,2.4497,20.3532,31.6698,9.6132,30,12,69,30,1.0049,2.1035,32.0883,16.9492,5.1596,13,9,34,16,0.5622,-0.3413,24.7757,42.3333,8.7557,39,14,69,42,-0.008538,0.1623,43.0644,45.1016,28.5074,32,17,168,34,2.1162,4.1076,32.8473,132.4349,42.0749,110,34,226,129,0.4797,-0.4226,63.8902,19.5841,3.1056,18,12,30,19,0.3129,0.3636,17.6611,106.8381,39.8765,85,29,214,99,0.6378,-0.1425,45.1695,56.2952,10.1908,57,28,95,56,0.2737,0.2082,51.9141,52.6635,23.7961,62,15,197,54,1.5886,6.9527,30.9236,69.1016,17.0577,68,25,116,68,-0.001548,-0.2517,49.2745,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\873_0754-2036.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\873_0754-2036.tif
873,0727-2143,403,2144.7308,726.9417,38.7171,10.6556,37,10,89,38,0.6972,1.5727,29.0772,27.6253,10.0375,33,0,56,28,-0.05463,-0.05916,25.8914,38.3945,9.8771,34,17,90,37,1.0099,2.69,40.1524,9.8164,6.8285,8,0,59,8,2.9816,13.8539,24.2839,16.8437,4.86,15,8,35,16,0.7041,0.4877,17.6347,21.206,5.0278,20,8,44,21,0.5621,0.8805,22.7328,13.5236,3.8558,10,9,37,13,1.9698,6.7628,23.9937,56.5856,13.673,58,26,92,58,-0.1904,-0.6386,36.2443,21.6278,7.9439,19,9,64,20,1.9349,5.0047,21.0271,104.1911,35.8733,104,23,199,107,-0.2716,-0.2624,38.7537,23.2233,3.3937,22,15,36,23,0.3109,0.0309,18.0271,143.0496,38.2863,121,43,247,139,0.1997,-0.009713,43.5491,62.0323,11.1425,61,36,98,62,0.221,0.01486,61.4572,30.0323,5.7108,31,16,60,30,0.6056,1.5112,26.0418,85.8213,18.8873,93,36,140,87,-0.1582,-0.2619,44.5282,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\874_0727-2143.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\874_0727-2143.tif
874,0904-1964,336,1964.0982,905.5208,30.622,7.8248,31,9,57,31,0.1304,0.04551,28.3514,22.9464,9.1294,20,3,73,22,0.6769,2.0233,21.2793,33.8363,8.3919,31,16,64,33,0.5018,0.234,32.714,7.4702,3.8879,6,0,22,7,0.6477,0.6572,17.3086,15.7143,4.5043,17,7,35,15,0.7665,0.9959,16.5,23.994,11.0408,23,10,131,22,5.6175,43.8524,27.8896,17.3601,7.0124,16,9,67,16,2.9489,14.269,25.6982,63.1845,14.028,62,27,108,63,-0.02121,0.09117,45.7477,28.497,7.3497,24,14,79,28,1.3656,6.093,21.6306,101.2232,32.9019,74,40,186,94,0.5191,-0.5068,53.9887,19,3.0233,17,11,31,19,0.5667,0.6107,17.2185,87.0565,38.1798,54,18,193,80,0.5134,-0.3215,28.9527,49.4107,9.0678,47,27,78,49,0.2389,-0.05035,50.0833,28.5625,7.5494,22,15,81,28,1.9179,8.7219,26.9257,64.4345,15.4474,64,28,107,64,0.144,-0.329,49.0721,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\875_0904-1964.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\875_0904-1964.tif
875,0830-1953,234,1953.1197,830.9103,35.3889,8.8453,33,14,65,35,0.2653,-0.0001459,30.9974,26.8291,9.8245,25,0,57,26,0.2123,-0.03043,28.285,38.4615,9.5671,34,13,69,38,0.1483,0.07569,33.6649,12.1197,14.5163,6,0,91,9,3.5321,13.1666,39.0871,17.0812,4.9223,18,7,38,16,0.7422,1.0268,19.19,31.8761,17.4042,25,11,104,28,2.075,4.4363,42.277,24.7308,17.9393,19,7,128,20,2.9504,10.3765,36.0264,68.8974,21.0582,77,25,113,74,-0.3268,-0.8511,57.8786,25.1923,5.6547,21,12,48,24,0.6377,1.0008,25.5567,136.2436,63.3607,147,18,235,148,-0.471,-0.9981,67.1847,20.8205,3.4495,20,13,35,21,1.0355,2.7666,17.4512,84.594,23.4182,86,27,138,86,-0.1055,-0.3579,28.0976,60.1453,14.2062,49,34,131,59,1.6005,5.1889,62.4142,26.2778,4.9785,25,15,44,26,0.3212,0.2026,28.3483,75.2778,19.8119,69,24,131,77,-0.04432,-0.2185,46.2243,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\876_0830-1953.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\876_0830-1953.tif
876,0686-1779,97,1779.9948,685.7165,31.0206,9.1047,32,13,64,30,0.6913,0.8876,28.2153,30.732,14.9315,39,3,74,28,0.5649,0.1877,20.6736,35.0309,10.765,32,16,73,34,0.766,0.9144,32.2639,7.866,4.6918,4,0,24,7,1.0374,1.5682,8.3507,17.299,5.5606,17,5,33,17,0.8085,0.5664,15.1424,21.134,5.3748,22,10,37,21,0.3307,0.09478,16.6215,16.7216,5.6674,18,7,43,17,1.4095,4.5042,20.4236,69.3608,21.4054,59,29,138,72,0.3918,0.26,54.7153,22.8969,6.1194,20,11,39,22,0.4917,-0.1551,20.2361,112.4948,42.4917,91,26,184,119,-0.2263,-0.946,57.5312,19.4433,3.0275,17,14,27,19,0.3842,-0.8342,17.6667,111.9485,39.4774,147,41,189,106,0.05899,-1.0702,42.7986,56.2474,10.7102,47,29,84,55,0.135,0.06899,49.9965,25.6598,6.8433,18,14,48,25,0.7326,0.2815,25.2639,74.4021,19.1641,56,37,139,75,0.4552,0.2991,59.3681,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\877_0686-1779.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\877_0686-1779.tif
877,0697-1792,269,1791.79,696.9981,34.3197,8.9352,36,16,63,34,0.5147,0.1524,32.5259,24.1078,9.9138,20,0,59,24,0.1797,0.06258,22.8272,35.8959,8.4436,32,18,61,35,0.3691,-0.3074,37.4123,8.0929,4.1514,8,0,23,8,0.4629,0.2331,7.8494,16.7621,4.5649,16,7,31,16,0.5252,0.1195,15.7037,22.6617,4.9949,22,8,41,22,0.4602,1.3577,15.6593,17.3123,5.1216,15,9,34,17,0.559,-0.09943,21.6494,82.7212,19.9421,74,35,141,80,0.3526,0.1638,45.479,21.9517,4.6111,23,9,37,23,-0.2625,-0.001547,24.9481,110.684,35.465,73,26,224,112,0.1646,-0.1421,46.6667,20.2045,3.7115,21,11,33,20,0.5121,0.3509,18.321,60.6877,19.5077,45,22,120,58,0.5896,-0.1075,32.9037,56.6729,11.0965,55,35,89,56,0.3314,-0.2497,53.7012,52.1673,15.7901,46,20,112,51,0.3977,0.08299,25.0716,95.2862,24.4308,111,43,173,93,0.3308,-0.1707,56.2716,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\878_0697-1792.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\878_0697-1792.tif
878,0687-1920,333,1919.8213,687.7042,35.7147,9.2953,40,13,78,35,0.6209,1.3428,32.7035,25.4625,9.5,30,0,49,25,-0.03241,-0.271,30.5341,38.2763,9.1886,36,12,67,37,0.2865,-0.01751,38.6824,8.7958,4.7511,8,0,42,8,1.3833,6.6331,31.1906,17.5405,4.4079,16,8,33,17,0.6445,0.5451,20.9459,25.958,7.8063,27,9,47,26,-0.06217,-0.2144,34.5388,21.1081,6.1917,22,9,52,21,0.5786,1.64,28.6071,62.4805,18.849,41,24,111,62,0.02343,-0.6364,52.2941,24.994,4.9455,22,14,37,25,0.09578,-0.587,25.3012,118.0721,55.7659,99,13,226,122,-0.1355,-0.7904,75.0776,20.4655,3.2556,19,12,30,20,0.2063,-0.2748,19.4141,61.9129,22.1731,51,16,133,61,0.3794,-0.002995,30.9765,59.021,11.1538,61,29,94,59,0.151,0.04914,62.6588,36.3694,11.3869,32,14,114,35,2.051,9.9212,27.4306,80.2913,22.9082,75,19,147,80,0.0005256,-0.1498,59.4588,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\879_0687-1920.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\879_0687-1920.tif
879,0833-2154,322,2154.6025,832.7702,34.677,10.2605,33,10,73,34,0.5402,0.5294,29.6573,26.6398,10.5774,24,0,60,26,0.26,-0.008044,18.634,35.9752,8.7769,37,13,65,36,0.09895,-0.3615,33.1096,8.4658,4.587,7,0,29,8,1.2694,2.9918,8.4476,16.2484,4.5276,13,7,37,16,0.7702,1.0375,13.9371,24.2702,12.7254,25,6,110,22,3.0236,14.3172,18.5245,23.2267,10.4145,22,8,78,22,1.7658,4.8061,24.2168,71.2391,22.2287,79,25,122,74,-0.2215,-0.8091,34.4266,23.6429,4.5454,24,11,35,24,-0.1889,-0.1248,20.5035,109.7112,57.7177,76,13,230,106,0.2934,-0.7433,34.9674,20.0373,3.2361,21,12,31,20,0.2803,0.2396,16.5245,104.4565,58.1981,66,21,249,92,0.9065,0.02626,26.2517,59.1273,10.8122,56,26,86,59,-0.02157,-0.3727,48.9674,30.7888,7.9882,33,17,73,30,1.3622,4.3768,23.4848,71.8882,20.9615,69,22,135,72,0.1914,-0.2117,40.3124,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\880_0833-2154.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\880_0833-2154.tif
880,0815-2175,117,2175.2778,815.5342,34.1966,8.3431,35,11,62,34,0.4258,1.0666,33.359,23.9915,10.1042,29,3,49,23,0.2153,-0.587,19.9038,36.906,8.8464,36,18,63,37,0.2447,0.1275,35.5128,9.4872,7.9564,7,0,52,8,3.099,12.5855,10.3686,16.3419,5.6388,18,6,39,15,1.3587,3.2143,15.6186,30.3419,19.8356,15,9,100,22,1.5094,1.6946,19.6122,24.2137,13.7313,14,8,82,19,1.9472,4.1919,24.5865,34.2991,5.6328,35,22,49,34,0.179,-0.04868,31.2115,22.6838,3.1063,24,15,30,23,-0.03218,-0.543,19.3686,69.8376,32.2854,38,21,150,67,0.5234,-0.5332,33.2853,19.641,3.0071,20,14,30,19,0.5066,0.2059,17.8558,68.5983,22.2257,67,25,121,67,0.249,-0.6009,29.4038,56.1197,10.1575,57,36,84,56,0.2887,-0.1861,53.7212,41.3761,7.4205,35,23,60,41,0.1165,-0.4649,33.6506,73.1624,14.7916,73,31,110,73,0.0161,0.4046,48.0353,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\881_0815-2175.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\881_0815-2175.tif
881,0849-2006,280,2006.9607,848.5857,32.2714,8.8863,34,10,56,33,0.1767,-0.3816,28.9022,24.8214,11.0918,26,0,58,24,0.3554,0.0263,24.2469,33.6,8.499,38,11,64,34,0.3156,0.392,31.978,19.3786,36.5549,7,0,206,9,3.671,12.9367,31.2347,17.45,6.3836,14,7,51,16,1.494,3.6599,17.9291,27.8464,13.0772,24,8,85,25,1.92,4.6056,41.22,18.4214,9.1949,12,8,68,17,2.2533,6.8915,34.7359,45.7929,12.3026,36,22,95,44,1.2845,2.5353,46.9193,25.4286,4.8617,24,12,38,25,0.1346,-0.3964,20.7677,127.5143,58.1959,113,18,234,127,0.01496,-1.3058,46.5672,17.5893,2.8922,17,12,26,17,0.3939,-0.3058,15.8704,92.3464,49.7766,37,18,222,85,0.2997,-0.9642,33.7335,51.4143,15.7332,46,20,112,49,1.2227,2.1148,54.5623,31.2964,8.8351,33,13,62,31,0.6394,0.8158,22.6015,68.4429,22.7148,63,16,137,67,0.2968,-0.1594,40.4939,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\882_0849-2006.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\882_0849-2006.tif
882,0871-1999,121,1999.8471,871.8719,24.0083,6.6577,25,8,38,24,0.1292,-0.4356,24.7205,18.6777,8.214,19,3,44,19,0.3792,-0.1038,19.9832,27.6777,7.8488,22,8,49,27,0.2942,-0.1177,29.2862,14.9091,18.9024,3,0,109,9,2.9769,9.0854,37.8519,15.1157,6.1863,15,8,49,14,2.9244,11.9954,17.064,27.1322,12.7364,21,11,79,23,1.7402,3.0226,44.0236,21.0083,11.62,17,9,76,18,2.2495,6.2455,35.862,55.5702,16.6642,55,25,95,55,0.3867,-0.4627,55.303,18.6777,3.5991,18,9,26,18,-0.1683,-0.3295,19.5488,85.2893,46.9848,27,13,186,90,0.04605,-1.157,42.101,15.8099,2.2185,16,11,23,16,0.2411,0.4499,15.4613,83.4463,31.8122,70,18,156,82,0.04916,-0.6347,25.1448,42.4628,9.4631,37,25,72,40,0.8069,0.5896,51.2559,19.0579,4.0953,17,13,35,18,1.4941,3.2334,19.862,48.7686,14.2078,55,20,96,49,0.2477,-0.1296,33.1313,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\883_0871-1999.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\883_0871-1999.tif
883,0901-2034,140,2034.3,901.0571,28.0857,7.6989,25,11,56,26,1.0308,1.3293,25.6781,20.0643,8.4139,20,2,41,20,0.1456,-0.2239,19.175,31.5643,8.1507,31,16,62,31,0.6551,1.1371,30.775,7.1286,3.7105,5,0,16,7,0.4095,-0.4766,7.1781,14.3929,3.8919,15,6,25,14,0.3051,-0.1555,13.7969,19.6857,5.5582,18,6,38,19,0.3802,0.5799,16.2719,18.4786,5.5755,15,8,41,18,0.9945,1.8424,20.4594,67.9286,18.1638,63,21,109,70,-0.4109,0.003978,49.0531,19.5143,4.4616,21,5,33,20,-0.04033,0.8049,19.5437,110.25,37.1348,94,20,198,108,0.1199,-0.2132,60.5719,17.05,2.4622,17,11,24,17,0.3776,0.2797,15.8875,81.8071,16.598,71,46,137,81,0.3234,-0.1052,39.2781,44.3571,9.2325,51,25,68,44,0.1445,-0.2686,42.6094,23.9714,5.3091,23,14,43,23,0.9543,1.052,20.8188,61.9714,14.3972,50,27,96,62,0.07852,-0.3852,46.6313,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\884_0901-2034.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\884_0901-2034.tif
884,0902-2046,165,2046.7667,902.5424,27.0364,9.0209,21,5,57,26,0.2186,0.1015,25.3904,20.3576,8.333,16,0,54,19,0.4962,1.2091,19.3146,29.4909,8.735,32,14,64,29,0.7449,1.0229,28.5674,6.8061,3.8964,7,0,28,6,1.419,4.6233,12.0843,14.0485,3.9429,13,5,27,14,0.49,0.151,14.3792,19.7394,3.9937,19,10,31,19,0.2933,-0.06795,17.6096,19.8667,5.8064,17,10,37,19,0.4272,-0.3473,21.2416,69.8242,16.9691,79,32,111,71,-0.1193,-0.6601,47.559,20.2,4.6933,20,8,34,20,0.01954,-0.05608,19.9213,103.9758,34.6134,98,45,216,96,0.8435,0.1589,59.2303,16.9879,2.6249,17,10,26,17,0.3013,0.06989,16.4045,67.6242,20.8953,62,24,128,64,0.7376,0.9721,36.4719,45.097,8.9662,45,26,65,45,0.0686,-0.6354,45.0169,24.3455,5.708,19,13,40,25,0.1838,-0.4707,22.9382,57.7758,13.3034,45,23,96,57,0.08444,-0.1079,48.2781,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\885_0902-2046.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\885_0902-2046.tif
885,0851-2073,133,2072.8083,851.1165,24.5188,6.7528,24,9,42,24,0.2368,-0.2505,22.1728,25.594,12.3583,13,1,66,25,0.6488,0.4617,22.289,27.4662,6.6703,24,9,45,27,0.2262,-0.02098,27.8007,13.6541,17.2772,4,0,93,8,2.7479,7.5721,13.814,13.8947,4.394,12,7,30,13,0.9653,1.0607,14.5681,24.2632,7.8004,27,9,50,25,0.3425,-0.1949,20.8206,13.9699,4.4669,10,9,30,12,1.097,0.7921,23.8007,65.782,21.6579,42,28,120,65,0.2167,-0.906,36.0465,22.1955,5.4765,22,12,40,22,0.4306,0.1942,19.6445,133.6241,68.8735,225,18,229,138,-0.02453,-1.4315,28.8605,18.391,3.6241,17,12,28,17,0.7452,0.1236,15.8073,139.5489,74.3869,235,27,239,140,0.03535,-1.5048,24.4252,48.7519,10.5869,40,26,81,48,0.6495,0.4773,45.6113,22.3459,4.9544,18,14,41,22,0.9036,1.1469,18.8073,56.015,17.0986,52,21,100,54,0.3102,-0.2913,36.2226,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\886_0851-2073.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\886_0851-2073.tif
886,0656-2177,260,2176.5577,655.9038,37.3769,14.5288,28,6,99,35,1.6801,4.0461,43.875,25.0846,10.939,27,1,57,25,0.1995,-0.3253,20.1575,34.6346,8.6748,39,13,56,35,0.1679,-0.3787,33.3625,11.6615,14.0298,6,0,97,8,3.9884,18.1417,17.5325,15.8577,4.6779,14,6,30,15,0.5497,-0.234,14.2325,26.4038,13.7449,21,6,85,23,1.7093,3.3275,26.175,19.0038,7.2461,10,8,45,18,1.0197,1.0058,26.0525,56.0308,18.2158,49,24,105,53,0.2988,-0.8136,34.1775,18.2577,3.8763,19,9,34,18,0.3224,0.5246,18.4875,90.9462,55.1547,20,12,222,81,0.5613,-0.6792,38.18,19.7231,2.8024,19,12,29,20,0.1356,0.03467,17.255,114.3231,58.453,69,17,240,107,0.3894,-0.8173,28.6375,56.2115,10.7541,57,26,84,56,0.09194,-0.2832,52.8125,36.2962,13.4231,35,16,131,34,2.4943,11.4293,36.445,83.5731,25.6134,97,21,150,83,0.15,-0.3171,44.2525,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\887_0656-2177.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\887_0656-2177.tif
887,0679-2189,181,2189.2624,678.9033,33.7127,8.2169,30,16,59,33,0.3537,0.2883,26.5655,25.6409,10.5735,23,6,59,24,0.5595,0.01567,19.8802,38.2044,8.9553,35,15,64,37,0.1968,-0.1167,35.3482,17.7293,22.7474,6,0,108,8,2.1317,3.8833,17.9248,17.558,5.7197,13,7,39,17,1.1109,1.8103,15.2591,16.4475,8.0086,11,6,47,15,1.812,3.3035,14.195,18.2265,4.3319,19,11,37,18,1.4388,3.8028,21.3287,44.6188,11.036,34,25,86,43,0.9166,0.8394,31.8022,16.6077,3.0029,16,9,24,17,-0.1033,-0.2904,15.7465,50.7348,21.8145,44,11,106,51,0.1266,-0.5668,21.3844,21.4365,3.609,21,13,33,21,0.3477,0.2502,17.117,98.0331,35.7878,63,29,199,94,0.4133,-0.5463,27.5181,65.4199,15.3587,57,35,122,63,0.8284,0.492,57.8774,28.9613,7.0359,27,18,54,27,1.2171,1.3897,25.1365,70.8287,16.5801,70,17,116,71,0.1093,0.1668,41.4986,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\888_0679-2189.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\888_0679-2189.tif
888,0744-1643,357,1641.4832,744.9398,35.916,8.8622,32,14,61,36,0.1321,-0.498,30.0716,28.8964,10.881,27,2,63,29,0.2213,0.1053,27.7811,39.1625,10.4732,34,18,98,38,1.337,4.7515,50.9053,8.9076,4.1306,9,0,24,9,0.5765,0.471,12.2021,16.8964,4.5417,14,7,32,17,0.4721,0.0543,15.0168,23.2857,4.8935,23,9,41,23,0.2422,0.3862,17.0568,15.437,4.8938,10,8,36,15,0.7526,0.3683,22.7495,90.1317,21.4733,96,40,145,90,0.08117,-0.64,50.3811,23.2381,5.1437,22,5,39,23,0.09203,0.1504,24.9684,136.2941,44.4238,119,26,230,135,-0.003436,-0.8756,40.16,20.6695,3.4417,20,12,35,20,0.3467,0.2781,19.4463,49.465,15.5532,37,17,112,48,0.7099,0.7411,26.4232,58.9272,11.6006,65,20,91,59,0.1004,0.09445,54.8253,62.1625,24.3078,74,19,205,59,1.0861,3.4117,23.9011,111.7927,30.325,86,50,200,110,0.2255,-0.2593,58.0695,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\889_0744-1643.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\889_0744-1643.tif
889,0817-1601,329,1602.5638,816.9225,41.9605,10.9804,36,14,78,41,0.2718,-0.1526,37.0195,35.079,14.501,26,0,97,34,0.5007,0.4793,28.8568,42.2492,11.1431,36,16,79,41,0.5062,0.2531,37.3275,9.5623,4.5869,8,0,25,9,0.2506,-0.2528,8.5249,19.6201,5.2456,20,8,36,20,0.3004,-0.2065,17.705,23.9422,6.7819,26,9,44,23,0.356,0.06218,16.9024,17.0547,5.1712,15,7,32,17,0.4018,-0.5092,22.1952,95.2857,26.2112,92,29,173,96,0.01194,-0.4369,55.2148,26.2401,6.4226,24,10,46,26,0.1199,-0.4425,23.4382,123.6413,40.4549,128,28,218,128,-0.1495,-0.639,59.0998,21.617,3.6206,21,13,32,21,0.2005,-0.2563,18.9631,43.5167,10.2942,41,19,74,43,0.2842,-0.012,27.2668,61.8632,13.2526,62,28,109,62,0.2986,0.09776,55.4664,61.9666,24.4579,65,18,255,62,1.8181,11.5093,35.5119,113.8723,31.4173,111,42,199,116,0.04739,-0.399,73.3015,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\890_0817-1601.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\890_0817-1601.tif
890,0598-1875,54,1875.1111,598.2222,46.8333,12.5439,43,23,74,46,0.2658,-0.5558,37.589,33.2222,10.5503,34,13,66,34,0.5661,0.4183,27.9909,51.0926,11.4846,59,29,78,51,0.141,-0.5311,44.1461,19.2778,13.2286,16,1,58,16,1.0008,0.3862,21.1233,21.3148,6.5727,19,11,44,19,1.1068,1.4256,18.1005,81.8704,24.3109,70,41,148,78,0.4613,-0.5173,37.6712,47.6852,10.6573,55,25,73,48,-0.0439,-0.3606,32.758,48.0741,8.0373,49,32,65,49,0.1989,-0.6615,63.8858,33.1852,5.6001,31,23,49,32,0.5314,-0.09517,28.0639,50.8148,18.6194,37,29,127,45,1.8997,4.8369,73.4155,21.1111,2.5966,22,13,27,21,-0.4495,0.7601,20.1142,30.3148,14.9007,29,15,101,28,3.7629,14.6491,61.4932,67.2222,9.5831,68,50,88,67,0.2929,-0.6178,66.2785,52.6111,13.7778,45,23,81,53,-0.09471,-0.471,31.9132,57.8704,11.6166,55,35,87,57,0.4674,-0.01091,62.8721,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\891_0598-1875.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\891_0598-1875.tif
891,0648-1994,106,1994.434,648.1792,42.8962,9.5428,48,23,77,43,0.5911,1.3547,37.7719,35.9528,13.1173,33,12,74,35,0.6694,0.4174,30.6421,46.8491,9.5845,43,28,66,46,0.0638,-0.6799,42.0526,120.2264,63.5646,42,9,255,113,0.3961,-0.7306,54.8807,33.8302,14.0573,26,12,80,30,1.0568,0.7884,28.8596,141.717,30.156,111,91,230,138,0.5604,-0.06566,52.9544,84.1604,20.1821,92,33,154,85,0.4855,1.0519,41.6561,106.0755,18.7514,95,62,155,103,0.2269,-0.4069,60.9544,31.1887,8.3474,27,17,62,29,1.1062,1.3917,48.4912,62.3208,16.9158,49,40,106,57,1.0004,-0.01333,62.1404,21.783,5.4301,20,12,44,21,1.2803,2.9521,22.4421,38.6321,18.4031,26,16,85,30,0.8533,-0.6009,55.5614,102.934,24.8244,105,55,168,103,0.6353,0.181,72.8807,42.0189,9.2541,37,23,75,42,0.8528,1.2164,29.8702,41.3208,14.2452,46,6,80,43,-0.0006771,0.1633,44.2772,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\892_0648-1994.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\892_0648-1994.tif
